DateTime,Rel Hum (%),Dew Point Temp (C),Stn Press (kPa),Wind Spd (km/h),Temp (C),Visibility (km),source,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE
2012-04-01 17:00:00,65.0,2.4,101.69,26.0,8.7,32.2,Electricity_S,92090.0,21287.0,3752.0,67051.0,540.0,840.0,0.0,0.0,3139.0,9371.0,42755.0,1757.0,785.0,121.0,889.0,0.0,0.0,0.0,2782.0,581.0,0.0,3491.0,0.0
2012-04-01 18:00:00,59.0,0.9,101.77,15.0,8.5,32.2,Electricity_S,85888.0,27621.0,3765.0,54502.0,540.0,842.0,0.0,0.0,3143.0,9338.0,31241.0,1751.0,797.0,121.0,893.0,0.0,0.0,0.0,1698.0,642.0,0.0,3496.0,0.0
2012-04-01 19:00:00,62.0,1.6,101.82,13.0,8.4,32.2,Electricity_S,99237.0,66462.0,3801.0,28974.0,540.0,841.0,0.0,0.0,3163.0,9226.0,3131.0,1795.0,783.0,122.0,881.0,0.0,0.0,0.0,3971.0,968.0,0.0,3541.0,12.0
2012-04-01 20:00:00,69.0,2.5,101.91,11.0,7.9,32.2,Electricity_S,66877.0,23620.0,3789.0,39468.0,540.0,840.0,0.0,0.0,3139.0,9197.0,9346.0,1929.0,782.0,123.0,4209.0,0.0,0.0,0.0,4049.0,913.0,0.0,3518.0,883.0
2012-04-01 21:00:00,76.0,3.2,101.98,13.0,7.2,32.2,Electricity_S,105862.0,20188.0,3784.0,81890.0,540.0,15202.0,7451.0,0.0,3179.0,9471.0,34682.0,1801.0,787.0,123.0,885.0,0.0,0.0,0.0,2790.0,856.0,5.0,3616.0,502.0
2012-04-01 22:00:00,78.0,3.1,102.01,19.0,6.6,32.2,Electricity_S,101886.0,26691.0,3787.0,71408.0,540.0,23898.0,15123.0,0.0,3173.0,9249.0,3136.0,1840.0,784.0,122.0,5481.0,0.0,0.0,0.0,1692.0,644.0,47.0,3570.0,2109.0
2012-04-01 23:00:00,79.0,3.5,102.08,13.0,6.8,32.2,Electricity_S,76284.0,20384.0,3793.0,52107.0,540.0,13523.0,0.0,0.0,3161.0,9184.0,3125.0,5761.0,780.0,119.0,3810.0,0.0,0.0,0.0,4233.0,1176.0,0.0,5453.0,1242.0
2012-04-02 00:00:00,74.0,2.9,102.11,22.0,7.2,32.2,Electricity_S,111296.0,25915.0,3779.0,81602.0,540.0,1961.0,0.0,0.0,3162.0,9430.0,45066.0,2778.0,786.0,120.0,888.0,0.0,0.0,0.0,2286.0,623.0,0.0,12547.0,1415.0
2012-04-02 01:00:00,74.0,2.8,102.11,22.0,7.1,32.2,Electricity_S,83377.0,25760.0,4488.0,53129.0,540.0,4120.0,0.0,6453.0,3173.0,9195.0,3034.0,5351.0,783.0,119.0,878.0,4771.0,0.0,0.0,4030.0,1444.0,0.0,3666.0,5572.0
2012-04-02 02:00:00,75.0,3.2,102.12,17.0,7.3,32.2,Electricity_S,291538.0,35400.0,3756.0,252382.0,850.0,13809.0,0.0,20435.0,3178.0,9216.0,3106.0,10622.0,781.0,121.0,2786.0,157106.0,0.0,0.0,2638.0,1417.0,0.0,3532.0,22785.0
2012-04-02 03:00:00,74.0,3.0,102.13,20.0,7.4,32.2,Electricity_S,133900.0,26721.0,3765.0,103414.0,1297.0,19559.0,0.0,22228.0,3157.0,9258.0,3084.0,4919.0,783.0,119.0,2324.0,0.0,1822.0,0.0,2167.0,1480.0,0.0,3505.0,27712.0
2012-04-02 04:00:00,72.0,2.7,102.16,28.0,7.5,32.2,Electricity_S,138295.0,23796.0,3784.0,110715.0,673.0,24019.0,0.0,147.0,3200.0,9466.0,40318.0,1812.0,781.0,120.0,4724.0,0.0,1781.0,0.0,3575.0,876.0,0.0,11156.0,8067.0
2012-04-02 05:00:00,72.0,2.6,102.15,24.0,7.4,32.2,Electricity_S,82735.0,17285.0,3810.0,61640.0,540.0,20470.0,0.0,0.0,3171.0,9278.0,2732.0,1762.0,775.0,122.0,892.0,0.0,674.0,0.0,2778.0,585.0,0.0,17448.0,413.0
2012-04-02 06:00:00,68.0,2.2,102.14,28.0,7.7,24.1,Electricity_S,95920.0,7399.0,3836.0,84685.0,540.0,12014.0,0.0,0.0,3192.0,9471.0,43366.0,1803.0,782.0,121.0,2108.0,14.0,546.0,0.0,1707.0,635.0,0.0,7093.0,1293.0
2012-04-02 07:00:00,69.0,1.9,102.15,22.0,7.3,24.1,Electricity_S,82198.0,7421.0,3823.0,70954.0,540.0,1128.0,0.0,0.0,3177.0,9386.0,44622.0,1777.0,789.0,122.0,887.0,0.0,474.0,0.0,3862.0,559.0,0.0,3619.0,12.0
2012-04-02 08:00:00,64.0,2.0,102.12,28.0,8.3,24.1,Electricity_S,84212.0,7140.0,3855.0,73217.0,540.0,844.0,0.0,0.0,3188.0,9429.0,48549.0,1810.0,785.0,123.0,887.0,0.0,49.0,0.0,2792.0,568.0,0.0,3623.0,30.0
2012-04-02 09:00:00,60.0,1.6,102.1,33.0,8.9,24.1,Electricity_S,77941.0,7166.0,3833.0,66942.0,540.0,842.0,0.0,0.0,3193.0,9423.0,43444.0,1796.0,786.0,123.0,882.0,0.0,0.0,0.0,1705.0,568.0,0.0,3640.0,0.0
2012-04-02 10:00:00,59.0,1.8,101.99,41.0,9.4,24.1,Electricity_S,90564.0,7117.0,3823.0,79624.0,540.0,843.0,0.0,0.0,3181.0,9449.0,46779.0,1813.0,794.0,124.0,885.0,0.0,0.0,0.0,11069.0,563.0,0.0,3573.0,11.0
2012-04-02 11:00:00,61.0,2.7,102.0,22.0,9.8,24.1,Electricity_S,83095.0,7159.0,3828.0,72108.0,540.0,841.0,0.0,0.0,3200.0,9431.0,47052.0,1801.0,784.0,122.0,883.0,0.0,0.0,0.0,3148.0,562.0,0.0,3526.0,218.0
2012-04-02 12:00:00,56.0,2.8,101.91,19.0,11.3,24.1,Electricity_S,64112.0,7098.0,3811.0,53203.0,540.0,842.0,0.0,0.0,3164.0,9339.0,28838.0,1789.0,788.0,121.0,881.0,0.0,5.0,0.0,2797.0,559.0,0.0,3527.0,13.0
2012-04-02 13:00:00,51.0,3.0,101.8,24.0,12.9,24.1,Electricity_S,98233.0,26985.0,3783.0,67465.0,540.0,842.0,0.0,0.0,3175.0,9373.0,41580.0,1778.0,781.0,121.0,884.0,0.0,0.0,0.0,3830.0,815.0,0.0,3510.0,236.0
2012-04-02 14:00:00,51.0,2.6,101.71,22.0,12.4,24.1,Electricity_S,92259.0,7019.0,3769.0,81471.0,540.0,1165.0,0.0,0.0,3138.0,9507.0,53895.0,1800.0,781.0,119.0,1129.0,0.0,0.0,0.0,2634.0,581.0,0.0,3549.0,2633.0
2012-04-02 15:00:00,50.0,3.1,101.61,24.0,13.3,24.1,Electricity_S,108056.0,7120.0,3779.0,97157.0,540.0,25524.0,0.0,0.0,3189.0,9464.0,48204.0,1789.0,782.0,120.0,1131.0,0.0,0.0,0.0,1699.0,769.0,0.0,3529.0,417.0
2012-04-02 16:00:00,50.0,2.1,101.45,26.0,12.3,24.1,Electricity_S,61557.0,6899.0,3788.0,50870.0,540.0,2148.0,0.0,0.0,3133.0,9192.0,4551.0,1784.0,784.0,122.0,892.0,0.0,0.0,0.0,4978.0,831.0,0.0,3489.0,18426.0
2012-04-02 17:00:00,49.0,1.9,101.35,28.0,12.2,24.1,Electricity_S,83808.0,7041.0,3744.0,73023.0,540.0,841.0,0.0,0.0,3140.0,9297.0,34156.0,2344.0,781.0,123.0,3766.0,0.0,0.0,0.0,2746.0,1158.0,0.0,3492.0,10639.0
2012-04-02 18:00:00,55.0,2.7,101.23,20.0,11.3,24.1,Electricity_S,50345.0,7029.0,3759.0,39557.0,540.0,2029.0,6226.0,0.0,3138.0,9135.0,4386.0,1798.0,770.0,120.0,788.0,0.0,0.0,0.0,4051.0,768.0,5.0,3473.0,2330.0
2012-04-02 19:00:00,57.0,2.7,101.17,20.0,11.0,24.1,Electricity_S,82595.0,6926.0,3758.0,71911.0,540.0,843.0,12122.0,0.0,3136.0,9259.0,36080.0,1781.0,772.0,121.0,779.0,0.0,0.0,0.0,1800.0,572.0,52.0,3477.0,577.0
2012-04-02 20:00:00,56.0,2.8,101.13,19.0,11.3,24.1,Electricity_S,41705.0,7936.0,3771.0,29998.0,540.0,840.0,0.0,0.0,3129.0,9150.0,3122.0,3518.0,787.0,121.0,780.0,0.0,0.0,0.0,3284.0,554.0,0.0,3476.0,697.0
2012-04-02 21:00:00,66.0,4.2,101.12,20.0,10.3,24.1,Electricity_S,58649.0,13347.0,3812.0,41490.0,540.0,841.0,0.0,0.0,3160.0,9278.0,16778.0,1770.0,791.0,121.0,783.0,0.0,0.0,0.0,3320.0,558.0,0.0,3511.0,39.0
2012-04-02 22:00:00,71.0,4.8,101.1,17.0,9.8,24.1,Electricity_S,65178.0,19041.0,3794.0,42343.0,540.0,843.0,0.0,0.0,3154.0,9298.0,18842.0,1787.0,794.0,120.0,785.0,0.0,0.0,0.0,1816.0,736.0,0.0,3503.0,125.0
2012-04-02 23:00:00,71.0,4.6,101.04,19.0,9.6,24.1,Electricity_S,97019.0,14152.0,3773.0,79094.0,540.0,14066.0,0.0,0.0,3123.0,9324.0,30832.0,1781.0,797.0,120.0,786.0,0.0,0.0,0.0,3453.0,720.0,0.0,13528.0,24.0
2012-04-03 00:00:00,67.0,4.2,100.92,17.0,10.0,24.1,Electricity_S,56071.0,24274.0,3749.0,28048.0,540.0,841.0,0.0,0.0,3110.0,9152.0,2846.0,1807.0,796.0,119.0,780.0,0.0,0.0,0.0,3198.0,1018.0,0.0,3841.0,0.0
2012-04-03 01:00:00,72.0,4.8,100.85,11.0,9.5,24.1,Electricity_S,108810.0,46401.0,3755.0,58654.0,540.0,841.0,0.0,0.0,3122.0,9242.0,26562.0,1777.0,790.0,122.0,1094.0,82.0,0.0,0.0,1557.0,891.0,0.0,3492.0,8542.0
2012-04-03 02:00:00,75.0,4.6,100.77,11.0,8.8,24.1,Electricity_S,171577.0,10420.0,3736.0,157421.0,2691.0,840.0,0.0,0.0,3134.0,9206.0,3068.0,4460.0,799.0,121.0,3401.0,96511.0,0.0,0.0,3910.0,809.0,0.0,3531.0,24940.0
2012-04-03 03:00:00,67.0,3.6,100.66,19.0,9.4,24.1,Electricity_S,55190.0,8542.0,3765.0,42883.0,1260.0,1143.0,0.0,0.0,3134.0,9216.0,3095.0,1754.0,791.0,120.0,5059.0,15.0,0.0,0.0,3330.0,1052.0,0.0,3590.0,9324.0
2012-04-03 04:00:00,67.0,3.4,100.59,13.0,9.3,24.1,Electricity_S,51582.0,8575.0,3760.0,39247.0,540.0,1489.0,0.0,0.0,3149.0,9208.0,3090.0,1757.0,787.0,123.0,5243.0,0.0,0.0,0.0,1686.0,1314.0,0.0,3762.0,7099.0
2012-04-03 05:00:00,69.0,3.6,100.54,17.0,8.9,24.1,Electricity_S,138665.0,8499.0,3796.0,126370.0,540.0,15523.0,0.0,0.0,3186.0,9704.0,53175.0,7752.0,787.0,122.0,5526.0,0.0,0.0,0.0,3596.0,554.0,0.0,14381.0,11524.0
2012-04-03 06:00:00,61.0,2.8,100.53,11.0,10.0,24.1,Electricity_S,96511.0,16169.0,3820.0,76522.0,540.0,13954.0,0.0,0.0,3185.0,9513.0,21297.0,3840.0,786.0,121.0,1969.0,0.0,0.0,0.0,4064.0,985.0,0.0,12534.0,3734.0
2012-04-03 07:00:00,72.0,4.0,100.53,17.0,8.7,16.1,Electricity_S,80243.0,7496.0,3799.0,68948.0,540.0,840.0,0.0,0.0,3187.0,9575.0,45096.0,1738.0,802.0,121.0,1185.0,0.0,0.0,0.0,1576.0,568.0,0.0,3577.0,143.0
2012-04-03 08:00:00,85.0,3.9,100.58,35.0,6.3,12.9,Electricity_S,70283.0,7075.0,3836.0,59372.0,540.0,843.0,0.0,0.0,3169.0,9549.0,33724.0,1733.0,798.0,121.0,882.0,0.0,0.0,0.0,3725.0,570.0,0.0,3569.0,149.0
2012-04-03 09:00:00,83.0,3.0,100.72,32.0,5.6,12.9,Electricity_S,47010.0,6884.0,3828.0,36298.0,540.0,842.0,0.0,0.0,3168.0,9432.0,11746.0,1713.0,801.0,122.0,874.0,0.0,0.0,0.0,2800.0,567.0,0.0,3559.0,134.0
2012-04-03 10:00:00,85.0,3.6,100.83,15.0,6.0,12.9,Electricity_S,80864.0,6711.0,3813.0,70340.0,540.0,843.0,0.0,0.0,3187.0,9698.0,46720.0,1766.0,805.0,125.0,882.0,0.0,0.0,0.0,1574.0,579.0,0.0,3621.0,0.0
2012-04-03 11:00:00,85.0,3.5,100.92,6.0,5.8,16.1,Electricity_S,76598.0,6840.0,3834.0,65924.0,540.0,843.0,0.0,0.0,3169.0,9629.0,40102.0,1733.0,801.0,122.0,882.0,0.0,0.0,0.0,3739.0,573.0,0.0,3595.0,196.0
2012-04-03 12:00:00,80.0,2.7,101.04,6.0,5.9,16.1,Electricity_S,64846.0,7134.0,3817.0,53895.0,540.0,840.0,0.0,0.0,3177.0,9617.0,29134.0,1743.0,793.0,122.0,877.0,0.0,0.0,0.0,2770.0,573.0,0.0,3593.0,116.0
2012-04-03 13:00:00,76.0,2.7,101.13,0.0,6.6,24.1,Electricity_S,87248.0,24261.0,3769.0,59218.0,540.0,842.0,0.0,0.0,3140.0,9600.0,35013.0,1725.0,792.0,120.0,886.0,0.0,0.0,0.0,1963.0,817.0,0.0,3554.0,226.0
2012-04-03 14:00:00,77.0,3.4,101.22,11.0,7.1,24.1,Electricity_S,78215.0,7027.0,3763.0,67425.0,540.0,840.0,0.0,0.0,3164.0,9649.0,41356.0,1725.0,804.0,120.0,891.0,0.0,0.0,0.0,4197.0,566.0,0.0,3573.0,0.0
2012-04-03 15:00:00,72.0,4.3,101.24,13.0,9.0,24.1,Electricity_S,90517.0,7097.0,3791.0,79629.0,540.0,840.0,0.0,0.0,3184.0,9671.0,42893.0,1734.0,815.0,121.0,1729.0,0.0,0.0,0.0,2141.0,788.0,0.0,3573.0,11600.0
2012-04-03 16:00:00,73.0,3.2,101.27,19.0,7.8,24.1,Electricity_S,89291.0,7123.0,3785.0,78383.0,540.0,844.0,0.0,0.0,3163.0,9670.0,35825.0,1751.0,800.0,123.0,785.0,0.0,0.0,0.0,3967.0,776.0,0.0,3581.0,16558.0
2012-04-03 17:00:00,78.0,3.6,101.33,26.0,7.1,24.1,Electricity_S,46083.0,7088.0,3742.0,35253.0,540.0,840.0,0.0,0.0,3141.0,9444.0,4289.0,1718.0,795.0,121.0,782.0,0.0,0.0,0.0,2505.0,584.0,0.0,3549.0,6945.0
2012-04-03 18:00:00,83.0,4.0,101.33,22.0,6.7,24.1,Electricity_S,79950.0,7272.0,3755.0,68923.0,540.0,840.0,0.0,0.0,3156.0,9599.0,37772.0,1737.0,788.0,122.0,781.0,0.0,0.0,0.0,2841.0,568.0,0.0,3583.0,6596.0
2012-04-03 19:00:00,75.0,2.4,101.37,17.0,6.6,24.1,Electricity_S,89126.0,7091.0,3770.0,78265.0,540.0,841.0,0.0,0.0,3162.0,9741.0,53306.0,1750.0,795.0,121.0,783.0,0.0,0.0,0.0,3041.0,565.0,0.0,3616.0,4.0
2012-04-03 20:00:00,77.0,2.1,101.45,19.0,5.9,24.1,Electricity_S,87057.0,6653.0,3790.0,76614.0,540.0,841.0,0.0,0.0,3168.0,9643.0,46590.0,5516.0,790.0,122.0,782.0,0.0,0.0,0.0,2788.0,578.0,0.0,3605.0,1651.0
2012-04-03 21:00:00,81.0,0.9,101.51,9.0,3.8,24.1,Electricity_S,87013.0,11979.0,3783.0,71251.0,540.0,842.0,0.0,0.0,3190.0,9661.0,37945.0,7816.0,788.0,121.0,785.0,0.0,0.0,0.0,3132.0,589.0,0.0,3637.0,2205.0
2012-04-03 22:00:00,83.0,0.4,101.52,17.0,3.0,24.1,Electricity_S,113645.0,25432.0,3787.0,84426.0,540.0,7667.0,0.0,0.0,3194.0,9667.0,44956.0,2795.0,793.0,119.0,1403.0,0.0,0.0,0.0,3678.0,881.0,0.0,8679.0,54.0
2012-04-03 23:00:00,84.0,1.9,101.54,11.0,4.4,24.1,Electricity_S,186006.0,38361.0,3781.0,143864.0,540.0,21388.0,0.0,0.0,3143.0,9202.0,3077.0,3270.0,786.0,80309.0,1408.0,0.0,0.0,0.0,6046.0,1399.0,0.0,12111.0,1185.0
2012-04-04 00:00:00,85.0,1.6,101.53,11.0,3.9,24.1,Electricity_S,145330.0,100925.0,3722.0,40683.0,540.0,11433.0,0.0,0.0,3103.0,9261.0,3045.0,1844.0,780.0,1448.0,874.0,0.0,0.0,0.0,1683.0,666.0,0.0,3604.0,2402.0
2012-04-04 01:00:00,84.0,1.3,101.52,7.0,3.7,24.1,Electricity_S,171843.0,106297.0,3710.0,61836.0,910.0,17433.0,0.0,0.0,3087.0,9195.0,3034.0,1924.0,782.0,122.0,892.0,0.0,0.0,0.0,4845.0,1410.0,0.0,3541.0,14661.0
2012-04-04 02:00:00,85.0,-0.4,101.49,11.0,1.8,24.1,Electricity_S,97469.0,19768.0,3736.0,73965.0,1318.0,15744.0,0.0,0.0,3149.0,9243.0,12272.0,3180.0,783.0,119.0,2604.0,0.0,284.0,0.0,2494.0,820.0,0.0,3542.0,18413.0
2012-04-04 03:00:00,85.0,-0.2,101.52,11.0,2.1,24.1,Electricity_S,100057.0,21616.0,3768.0,74673.0,839.0,9457.0,0.0,0.0,3141.0,9531.0,29325.0,2013.0,781.0,117.0,2986.0,0.0,2448.0,0.0,4211.0,1486.0,0.0,3613.0,4725.0
2012-04-04 04:00:00,85.0,-0.1,101.51,9.0,2.1,24.1,Electricity_S,106075.0,8205.0,3783.0,94087.0,540.0,22815.0,0.0,0.0,3183.0,9556.0,35157.0,1996.0,790.0,121.0,3731.0,0.0,1130.0,0.0,2075.0,540.0,0.0,7525.0,4928.0
2012-04-04 05:00:00,88.0,0.4,101.53,6.0,2.1,24.1,Electricity_S,112913.0,8175.0,3788.0,100950.0,540.0,20385.0,0.0,0.0,3179.0,9586.0,40847.0,1894.0,794.0,121.0,898.0,0.0,320.0,0.0,3795.0,540.0,0.0,17273.0,778.0
2012-04-04 06:00:00,89.0,1.6,101.56,4.0,3.3,24.1,Electricity_S,105200.0,15895.0,3829.0,85476.0,540.0,11281.0,0.0,0.0,3175.0,9497.0,41086.0,1876.0,802.0,120.0,1375.0,0.0,448.0,0.0,3043.0,1215.0,0.0,10268.0,750.0
2012-04-04 07:00:00,86.0,2.2,101.55,9.0,4.3,32.2,Electricity_S,86645.0,8768.0,3824.0,74053.0,540.0,894.0,0.0,0.0,3175.0,9477.0,49643.0,1893.0,793.0,122.0,891.0,0.0,666.0,0.0,1802.0,610.0,0.0,3547.0,0.0
2012-04-04 08:00:00,77.0,2.1,101.59,4.0,5.9,32.2,Electricity_S,90987.0,7279.0,3775.0,79933.0,540.0,889.0,0.0,0.0,3170.0,9540.0,53389.0,1881.0,806.0,122.0,884.0,0.0,668.0,0.0,3842.0,560.0,0.0,3562.0,80.0
2012-04-04 09:00:00,77.0,2.4,101.58,15.0,6.2,32.2,Electricity_S,97414.0,7286.0,3814.0,86314.0,540.0,894.0,0.0,0.0,3176.0,9620.0,61076.0,1920.0,806.0,121.0,884.0,0.0,708.0,0.0,2432.0,571.0,0.0,3557.0,9.0
2012-04-04 10:00:00,72.0,2.7,101.62,13.0,7.4,32.2,Electricity_S,93330.0,7034.0,3801.0,82495.0,540.0,893.0,0.0,0.0,3186.0,9646.0,57360.0,1940.0,816.0,123.0,883.0,0.0,686.0,0.0,2262.0,566.0,0.0,3587.0,7.0
2012-04-04 11:00:00,74.0,2.9,101.64,15.0,7.3,32.2,Electricity_S,89017.0,6627.0,3810.0,78580.0,540.0,898.0,0.0,0.0,3211.0,9609.0,51919.0,1831.0,815.0,122.0,877.0,0.0,519.0,0.0,4075.0,564.0,0.0,3571.0,29.0
2012-04-04 12:00:00,74.0,3.5,101.66,19.0,7.9,32.2,Electricity_S,88029.0,6593.0,3779.0,77657.0,540.0,896.0,0.0,0.0,3186.0,9642.0,53723.0,1842.0,817.0,121.0,884.0,0.0,173.0,0.0,1675.0,577.0,0.0,3581.0,0.0
2012-04-04 13:00:00,75.0,3.6,101.69,11.0,7.8,32.2,Electricity_S,128528.0,25452.0,3761.0,99315.0,540.0,899.0,0.0,0.0,3193.0,9702.0,73862.0,1877.0,820.0,123.0,893.0,0.0,0.0,0.0,3003.0,804.0,0.0,3560.0,39.0
2012-04-04 14:00:00,67.0,2.7,101.7,9.0,8.4,32.2,Electricity_S,95357.0,7441.0,3777.0,84139.0,540.0,898.0,0.0,0.0,3154.0,9610.0,58732.0,1821.0,820.0,123.0,896.0,0.0,0.0,0.0,3225.0,653.0,0.0,3545.0,122.0
2012-04-04 15:00:00,71.0,2.8,101.69,15.0,7.8,32.2,Electricity_S,88917.0,7003.0,3783.0,78131.0,540.0,893.0,0.0,0.0,3181.0,9655.0,53425.0,1863.0,809.0,122.0,885.0,0.0,10.0,0.0,2504.0,572.0,0.0,3569.0,103.0
2012-04-04 16:00:00,65.0,1.8,101.71,11.0,7.9,32.2,Electricity_S,47691.0,6554.0,3805.0,37332.0,540.0,899.0,0.0,0.0,3182.0,9357.0,12477.0,1887.0,807.0,124.0,898.0,0.0,0.0,0.0,2856.0,725.0,0.0,3538.0,42.0
2012-04-04 17:00:00,65.0,1.4,101.75,9.0,7.6,32.2,Electricity_S,85255.0,6532.0,3766.0,74957.0,540.0,891.0,0.0,0.0,3173.0,9443.0,36345.0,1850.0,806.0,121.0,2184.0,0.0,0.0,0.0,2985.0,754.0,0.0,3527.0,12338.0
2012-04-04 18:00:00,68.0,1.9,101.77,7.0,7.4,32.2,Electricity_S,49110.0,7150.0,3784.0,38176.0,540.0,890.0,8132.0,0.0,3152.0,9254.0,3105.0,1854.0,787.0,122.0,1198.0,0.0,7.0,0.0,4378.0,802.0,23.0,3557.0,375.0
2012-04-04 19:00:00,77.0,2.5,101.8,7.0,6.3,32.2,Electricity_S,84502.0,7239.0,3781.0,73482.0,540.0,893.0,12882.0,0.0,3160.0,9418.0,32375.0,2530.0,804.0,121.0,874.0,0.0,0.0,0.0,3014.0,586.0,70.0,3568.0,2647.0
2012-04-04 20:00:00,74.0,2.5,101.85,7.0,6.8,32.2,Electricity_S,50759.0,7258.0,3811.0,39690.0,540.0,895.0,0.0,0.0,3191.0,9276.0,8107.0,5993.0,803.0,120.0,874.0,0.0,0.0,0.0,3156.0,579.0,0.0,3534.0,2622.0
2012-04-04 21:00:00,78.0,2.0,101.85,6.0,5.6,32.2,Electricity_S,39942.0,8100.0,3831.0,28011.0,540.0,888.0,0.0,0.0,3164.0,9173.0,3136.0,1925.0,799.0,120.0,873.0,0.0,0.0,0.0,3151.0,569.0,0.0,3537.0,136.0
2012-04-04 22:00:00,80.0,2.5,101.85,4.0,5.6,32.2,Electricity_S,62801.0,23051.0,3807.0,35943.0,540.0,890.0,0.0,0.0,3162.0,9252.0,11441.0,1792.0,792.0,120.0,882.0,0.0,0.0,0.0,2765.0,738.0,0.0,3550.0,19.0
2012-04-04 23:00:00,77.0,0.3,101.88,7.0,3.9,32.2,Electricity_S,111859.0,38400.0,3797.0,69662.0,540.0,1532.0,171.0,0.0,3150.0,9334.0,24079.0,1851.0,790.0,121.0,921.0,18524.0,0.0,0.0,2503.0,1005.0,0.0,3524.0,1617.0
2012-04-05 00:00:00,80.0,0.8,101.9,7.0,3.9,32.2,Electricity_S,212118.0,27639.0,3749.0,180730.0,540.0,883.0,8140.0,0.0,3128.0,9168.0,3087.0,3377.0,774.0,121.0,3486.0,132596.0,0.0,0.0,3502.0,879.0,4.0,3520.0,7525.0
2012-04-05 01:00:00,80.0,-0.1,101.93,7.0,3.0,32.2,Electricity_S,47253.0,12381.0,3788.0,31084.0,540.0,888.0,1725.0,0.0,3120.0,9099.0,3109.0,1769.0,789.0,119.0,1613.0,0.0,0.0,0.0,3912.0,676.0,0.0,3490.0,235.0
2012-04-05 02:00:00,81.0,0.9,101.94,7.0,3.9,32.2,Electricity_S,130730.0,7931.0,3777.0,119022.0,634.0,893.0,0.0,0.0,3183.0,18062.0,65687.0,1803.0,794.0,2775.0,3259.0,0.0,0.0,0.0,4407.0,1069.0,0.0,3676.0,12780.0
